timestamp,price,z,vr,vel,in_pos,direction,tier,bars_held,pnl,peak,contracts,event
1776054680,25074.25,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054685,25074.50,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054690,25074.75,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054695,25073.75,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054700,25073.25,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054705,25073.00,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054710,25073.75,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054715,25073.25,-0.5445,0.5948,-1.00,0,,,0,0.0,0.0,0,
1776054660,25072.50,-0.5445,0.5948,-1.00,1,short,RIDE_AGAINST,0,0.0,0.0,1,ENTRY_RIDE_AGAINST
1776054720,25073.00,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,-0.5,0.0,1,
1776054725,25073.50,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,-1.5,0.0,1,
1776054730,25071.75,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,2.0,2.0,1,
1776054735,25071.25,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,3.0,3.0,1,
1776054740,25071.75,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,2.0,3.0,1,
1776054745,25071.50,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,2.5,3.0,1,
1776054750,25071.75,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,2.0,3.0,1,
1776054755,25071.25,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,3.0,3.0,1,
1776054760,25070.50,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,4.5,4.5,1,
1776054765,25070.75,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,4.0,4.5,1,
1776054770,25070.25,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,5.0,5.0,1,
1776054775,25069.75,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,6.0,6.0,1,
1776054720,25073.00,-0.4731,0.4684,0.25,1,short,RIDE_AGAINST,1,-0.5,6.0,1,
1776054780,25068.75,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,0.0,0.0,1,CHAIN_EXIT_fade_mean_reached
1776054785,25069.50,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-1.5,0.0,1,
1776054790,25070.25,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-3.0,0.0,1,
1776054795,25070.50,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-3.5,0.0,1,
1776054800,25070.25,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-3.0,0.0,1,
1776054805,25071.00,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-4.5,0.0,1,
1776054810,25071.50,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-5.5,0.0,1,
1776054815,25069.00,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-0.5,0.0,1,
1776054820,25069.50,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,-1.5,0.0,1,
1776054825,25068.25,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,1.0,1.0,1,
1776054830,25067.00,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,3.5,3.5,1,
1776054835,25066.75,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,4.0,4.0,1,
1776054780,25068.75,-0.3364,0.4119,0.50,1,short,RIDE_AGAINST,0,0.0,4.0,1,
1776054840,25067.50,-1.5026,0.3784,-4.25,1,short,RIDE_AGAINST,1,2.5,4.0,1,
1776054845,25068.50,-1.5026,0.3784,-4.25,1,short,RIDE_AGAINST,1,0.5,4.0,1,
1776054850,25068.00,-1.5026,0.3784,-4.25,1,short,RIDE_AGAINST,1,1.5,4.0,1,
1776054855,25067.75,-1.5026,0.3784,-4.25,1,short,RIDE_AGAINST,1,2.0,4.0,1,
1776054860,25068.25,-1.5026,0.3784,-4.25,1,short,RIDE_AGAINST,1,1.0,4.0,1,
