ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1738561500,2025_02,4,STRUCTURAL_DRIVE,2.18,0.0,score_loser,3.828,0.0,MEGA,LONG,360.0,0,3,,,,0.0,,,0.0,0.0
1738561500,2025_02,4,ROCHE_SNAP,2.18,0.0,gate3,7.828,0.478,MEGA,LONG,360.0,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1738561500,2025_02,4,STRUCTURAL_DRIVE,2.18,0.0,score_loser,3.828,0.0,MEGA,LONG,360.0,0,3,,,,0.0,,,0.0,0.0
1738561500,2025_02,4,ROCHE_SNAP,2.18,0.0,gate3,7.828,0.454,MEGA,LONG,360.0,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1738561500,2025_02,4,STRUCTURAL_DRIVE,2.18,0.0,score_loser,3.828,0.0,MEGA,LONG,360.0,0,3,,,,0.0,,,0.0,0.0
1738561500,2025_02,4,ROCHE_SNAP,2.18,0.0,gate3,7.828,0.456,MEGA,LONG,360.0,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1738561500,2025_02,4,STRUCTURAL_DRIVE,2.18,0.0,score_loser,3.828,0.0,MEGA,LONG,360.0,0,3,,,,0.0,,,0.0,0.0
1738561500,2025_02,4,ROCHE_SNAP,2.18,0.0,gate3,7.828,0.454,MEGA,LONG,360.0,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1738568700,2025_02,5,STRUCTURAL_DRIVE,2.15,2.18,score_loser,2.915,0.0,MEGA,LONG,227.5,382,3,,,,0.0,,,0.0,0.0
1738568700,2025_02,5,ROCHE_SNAP,2.15,2.18,traded,7.915,0.646,MEGA,LONG,227.5,382,3,S|1h:1|30m:0|15m:0|5m:0,LONG,LOSS,-14.5,structural_break,structure_break,0.5089142504440766,0.03770653005623796
1738568700,2025_02,5,STRUCTURAL_DRIVE,2.15,2.18,score_loser,2.915,0.0,MEGA,LONG,227.5,382,3,,,,0.0,,,0.0,0.0
1738568700,2025_02,5,ROCHE_SNAP,2.15,2.18,traded,7.915,0.509,MEGA,LONG,227.5,382,3,S|1h:1|30m:0|15m:0|5m:0,LONG,WIN,28.0,structural_break,structure_break,0.5136616284171998,0.03770653005623796
